StoreName,City,Province,FullProvinceName,Address,PostalCode,Latitude,Longitude
Midnight Show,Beausejour,MB,Manitoba,612 Park Avenue,R0E 0C0,50.061636,-96.5146759
Border Town Buds,Boissevain,MB,Manitoba,Unit 1 - 550 Mill Road,R0K 0E0,49.2291159,-100.0589148
Brandon Vape SuperStore & Cannabis,Brandon,MB,Manitoba,Unit B - 1860 18th Street North,R7C 1A5,49.8832426,-99.9630716
Canna Cabana,Brandon,MB,Manitoba,Unit 4 - 930 18th Street,R7A 5C1,49.8352083,-99.9629561
Delta 9 Cannabis Store,Brandon,MB,Manitoba,Unit 48 - 1570 18th Street,R7A 5C5,49.825567,-99.9635758
Flamingo + Cannabis,Brandon,MB,Manitoba,Unit 1 - 2637 Victoria Avenue,R7B 0M9,49.8425408,-99.9742897
Garden Variety,Brandon,MB,Manitoba,Unit 1B - 1350 18th Street,R7A 5C4,49.8280026,-99.9630486
Tokyo Smoke,Brandon,MB,Manitoba,628 18th Street,R7A 5B4,49.8398718,-99.9624563
Tokyo Smoke,Brandon,MB,Manitoba,Unit 3 - 915 18th Street North,R7A 7S1,49.8687885,-99.9617018
Tokyo Smoke Tweed,Brandon,MB,Manitoba,2705 Victoria Avenue,R7B 0N1,49.8426479,-99.9749988
Carberry Cannabis,Carberry,MB,Manitoba,48 Main Street,R0K 0H0,49.867316,-99.3589514
Flower and Ash,Carberry,MB,Manitoba,Unit 2 - 37 Main Street,R0K 0H0,49.8670695,-99.3597155
Rural Buds Cannabis Shop,Carman,MB,Manitoba,9 Centre Avenue West,R1N 1Y7,49.5088751,-98.0022904
Fireweed Cannabis,Churchill,MB,Manitoba,Unit A - 353 Kelsey Boulevard,R0B 0E0,58.7661878,-94.1635586
Delta 9 Cannabis Store,Dauphin,MB,Manitoba,Unit 2 - 1351 Main Street,R7N 2X7,51.1366358,-100.064873
Payson's Joint,Dauphin,MB,Manitoba,207 Main Street North,R7N 1C3,51.1504455,-100.0481555
Tokyo Smoke Tweed,Dauphin,MB,Manitoba,Unit D011 - 1450 Main Street South,R7N 3H4,51.136574,-100.0620845
Big Town Buds,Deloraine,MB,Manitoba,111 Broadway Street North,R0M 0A7,49.1940867,-100.4943185
Leaf Lady Herbal Dispensary Ltd.,Dugald,MB,Manitoba,26153 Highway 15,,49.8859098,-96.8428765
Payson's Joint,Flin Flon,MB,Manitoba,46 Main Street,R8A 1J7,54.7652858,-101.8761314
Royal Hotel,Flin Flon,MB,Manitoba,93 Main Street,R8A 1J8,54.767123,-101.8766286
Little Green Bag Cannabis,Garson,MB,Manitoba,176 Garson Drive,R0E 0R0,50.0766852,-96.706678
Prairie Trichomes,Gimli,MB,Manitoba,Unit A - 66 First Avenue,R0C 1B0,50.6334737,-96.9858637
Viking Inn,Gimli,MB,Manitoba,78 7th Avenue,R0C 1B0,50.6325314,-96.9961506
The Haze Company,Glenboro,MB,Manitoba,103 Broadway Street,R0K 0X0,49.5555534,-99.2905683
Baba Cannabis,Headingley,MB,Manitoba,Unit A - 5423 Portage Avenue,R4H 1H8,49.8765575,-97.4062104
Bud-ees Dispensary,Hodgson,MB,Manitoba,40 & 42 Main Street,R0C,51.2139616,-97.5704548
Hollander Motor Hotel,Holland,MB,Manitoba,101 Broadway Street,R0G 0X0,49.5978693,-98.8798211
Happy Valleys Cannabis,Ile des Chenes,MB,Manitoba,Unit 4 - Meadowlark Boulevard,R0A 0T1,49.7119844,-96.9959003
Prairie Trichomes,Killarney,MB,Manitoba,543 Broadway Avenue,R0K 1G0,49.1847877,-99.6635297
Tango Cannabis,La Broquerie,MB,Manitoba,199 Principale Street,R0A 0W0,49.5186204,-96.5100872
LaSalle Cannabis and Vape,La Salle,MB,Manitoba,67 Rue Principale,R0G 0A2,49.6895793,-97.2666497
Cottage Country Cannabis,Lac du Bonnet,MB,Manitoba,Unit 2 - 100 First Street,R5G 1G9,50.2578322,-96.0615647
The Vault Cannabis,Lundar,MB,Manitoba,21 Main Street,R0C 1Y0,50.6956975,-98.032226
Big Town Buds Cannabis,Melita,MB,Manitoba,69 Main Street,R7A 7W6,49.2721171,-100.9924673
CJ's Cannabis and Wellness,Minnedosa,MB,Manitoba,65 Main Street,R0J 1E0,50.2476069,-99.8389
Morden Vape Superstore,Morden,MB,Manitoba,Unit H - 886 Thornhill Street,R6M 2E1,49.1917522,-98.1193965
Meta Cannabis Supply Co.,Morden,MB,Manitoba,300A North Railway Street,R6M 1T1,49.1886796,-98.1008521
Tokyo Smoke,Morden,MB,Manitoba,Unit A - 195 La Verendrye Boulevard,R6M 0C9,49.1933861,-98.0797645
Morris Super Variety / SS Cannabis Store,Morris,MB,Manitoba,150 Main Street,R0G 1K0,49.3561073,-97.3642154
Rural Buds Cannabis Shop,Morris,MB,Manitoba,112 Main Street North,R0G 1K0,49.3550323,-97.3642327
Prairie Trichomes,Neepawa,MB,Manitoba,374 Mountain Avenue,R0J 1H0,50.2305085,-99.4665255
Mistik Cannabis NCN,Nisicawayasihk Cree Nation,MB,Manitoba,Unit 2 - 6 Otetiskiwin Drive,,53.7608608,-98.8138763
Urban Flavours,Niverville,MB,Manitoba,Unit 2 - 41 Main Street,R0A 0A1,49.6062144,-97.0461704
The Essential Cannabis Company,Oakbank,MB,Manitoba,639 Main Street,R0E 1J0,49.942492,-96.8420502
Prairie Trichomes,Onanole,MB,Manitoba,110 Wapiti Drive,R0J 1N0,50.6204096,-99.9674893
Meta Cannabis Supply Co.,Opaskwayak Cree Nation,MB,Manitoba,Otineka Mall,R9A 1P8,53.8339818,-101.260869
Essential Cannabis Company,Pine Falls,MB,Manitoba,Unit C - 18 Pine Street,R1A 3G4,50.5667537,-96.2185132
Happy Stix Cannabis Company,Pine Falls,MB,Manitoba,532 Main Street,R1A 1W4,50.1492194,-96.8657423
Budville Cannabis,Portage la Prairie,MB,Manitoba,1625 Saskatchewan Avenue West,R1N 0R4,49.9718654,-98.3108986
Blaze N Haze,Portage la Prairie,MB,Manitoba,Unit 2B - 237 Saskatchewan Avenue East,R1N 0L7,49.9726184,-98.2866776
Fire & Flower Cannabis Co.,Portage la Prairie,MB,Manitoba,Unit 5B - 2352 Sissons Drive,R1N 0G5,49.974676,-98.3250967
Olina Cannabis,Portage la Prairie,MB,Manitoba,115 Saskatchewan Avenue East,R1N 0L7,49.9726991,-98.2894692
Tokyo Smoke Tweed,Portage la Prairie,MB,Manitoba,309 Saskatchewan Avenue,R1N 0L6,49.9723641,-98.285655
Rathwell Stores,Rathwell,MB,Manitoba,158 Railway Avenue,R0G 1S0,49.6464793,-98.54624
Husky - Richer,Richer,MB,Manitoba,43160 1 East Highway,R0C 1G0,50.0881529,-97.4364818
The Haze Company,Rivers,MB,Manitoba,241 First Avenue,R0K 1X0,50.0287319,-100.2329171
Interlake Reef,Riverton,MB,Manitoba,Unit C - 78 Main Street,R0C 2R0,50.9957703,-96.9982103
Prairie Trichomes,Roblin,MB,Manitoba,Unit 122 - 2nd Ave NW,R0L 1P0,51.229188,-101.3538982
The Corktown Cannabis Company,Russell,MB,Manitoba,117 Assiniboine Street,R0J 1W0,50.7802543,-101.2888793
South Shore Sales,Sagkeeng First Nation,MB,Manitoba,296 Highway 11,R1C 0G7,50.5784343,-96.2751794
Lyons Roar,Sandy Lake,MB,Manitoba,110 Railway Avenue,R0J 1X0,50.5274647,-100.1772667
Delta 9 Cannabis Store,Selkirk,MB,Manitoba,379 Main Street,R1A 1T5,50.1443325,-96.8748044
Essential Cannabis Company,Selkirk,MB,Manitoba,229 Manitoba Avenue,R1A 0Y4,50.1445633,-96.870836
Fire & Flower Cannabis Co.,Selkirk,MB,Manitoba,Unit 15 - 1014 Manitoba Avenue,R1A 4M2,50.1568539,-96.9007144
Fat Panda,Selkirk,MB,Manitoba,239 Manitoba Avenue,R1A 3T7,50.1448956,-96.8714412
Hemp Haven,Selkirk,MB,Manitoba,Unit B - 176 Main Street,R1A 1R3,50.1336442,-96.8838665
Meta Cannabis Supply Co.,Selkirk,MB,Manitoba,Unit 102 - 366 Main Street,R1A 2J7,50.1431748,-96.8746474
Smoke N Fish,Selkirk,MB,Manitoba,405 Main Street,R1A 0Y6,50.1450769,-96.8730131
Prairie Weed Company,Selkirk,MB,Manitoba,Unit B - 508 4th Avenue,,50.1541756,-96.8930177
Crescent Cannabis,Souris,MB,Manitoba,Unit A - 150 Maple Avenue West,R0K 2C0,49.6216368,-100.2660625
The Haze Company,Souris,MB,Manitoba,89 First Street S,R0K 2C0,49.6178474,-100.2577441
Rural Buds Cannabis Shop,St. Adolphe,MB,Manitoba,Unit B - 511 Main Street,R5A 1A9,49.6760574,-97.1131469
Jackson's General Store,St. Eustache,MB,Manitoba,58 Main Street,R0H 1H0,49.9757756,-97.7735861
MTT Service,St. Laurent,MB,Manitoba,Highway 6 & Twin Lakes Beach Road,R0C 2S0,50.3575272,-97.9472501
Rural Buds Cannabis Shop,St. Pierre Jolys,MB,Manitoba,Unit 1 - 530 Sabourin Street,R0A 1V0,49.438205,-96.9858679
AAAAA Supercraft Cannabis,Ste. Anne,MB,Manitoba,Unit 5 - 555 Traverse Road,R5H 1B1,49.6701443,-96.6555745
The Vault Cannabis,Ste. Rose du Lac,MB,Manitoba,645 Central Avenue,R0L 1S0,51.0610466,-99.5242228
Fusion Bud,Stonewall,MB,Manitoba,371 Main Street,R0C 2Z0,50.1341207,-97.3269495
Fire & Flower Cannabis Co.,Swan River,MB,Manitoba,526 Main Street,R0L 1Z0,52.1053818,-101.2693915
Interlake Smoke,Teulon,MB,Manitoba,8156 E PR 415 & HWY 7,R1A 1R3,50.3741795,-97.2524935
The Vault Cannabis,Teulon,MB,Manitoba,94005 PTH 7 SW 27162 E,R0C 3B0,50.3966238,-97.252464
Prairie Roots Fine Cannabis,The Pas,MB,Manitoba,258 Fischer Avenue,R9A 1M8,53.8234663,-101.2530467
Delta 9 Cannabis Store,Thompson,MB,Manitoba,300 Mystery Lake Road,R8N 0M2,55.7442959,-97.8477847
Hazy Heaven,Thompson,MB,Manitoba,150 Selkirk Avenue,R8N 0N1,55.7452029,-97.859326
Meta Cannabis Supply Co.,Thompson,MB,Manitoba,58 Cree Road,R8N 0N2,55.7436899,-97.859117
Cannabis 204 Retail Store,Virden,MB,Manitoba,163 Nelson Street West,R0M 2C0,49.8502907,-100.93054
The 59er,West Pine Ridge,MB,Manitoba,847 Dunning Road East,R5R 0A8,50.0097498,-96.9528924
A's Supercraft - Bridgwater,Winnipeg,MB,Manitoba,Unit 2 - 365 Centre Street,R3Y 1S4,49.7902232,-97.1956347
Ashdown Market,Winnipeg,MB,Manitoba,171 Bannatyne Avenue,R3B 0R4,49.8978646,-97.1371451
Big Buds Cannabis Sales,Winnipeg,MB,Manitoba,Unit J - 3025 Ness Avenue,R2Y 2J2,49.8885646,-97.2794199
Black Tie Cannabis,Winnipeg,MB,Manitoba,Unit 8 - 6500 Roblin Boulevard,R3R 3P9,49.8625131,-97.3115446
Blissful Bloom Cannabis Co.,Winnipeg,MB,Manitoba,Unit 2 - 175 St. Anne's Road,R2M 2Z7,49.8582891,-97.1059034
Budville Cannabis,Winnipeg,MB,Manitoba,Unit A2 - 844 McLeod Avenue,R2G 2T7,49.9274454,-97.0666866
Budville Cannabis,Winnipeg,MB,Manitoba,1839 1/2 Portage Avenue,R3J 0G7,49.8789123,-97.2156935
Budville Cannabis,Winnipeg,MB,Manitoba,670 Sargent Avenue,R3E 0A6,49.896537,-97.1621443
CANACity Cannabis Store,Winnipeg,MB,Manitoba,Unit 2 - 276 Marion Street,R2H 0T7,49.8814078,-97.1155854
Canad Cannabis Corner,Winnipeg,MB,Manitoba,2100 McPhillips Street,R2V 3T9,49.9464747,-97.1552073
Canna Cabana,Winnipeg,MB,Manitoba,Unit 1A - 1439 Henderson Highway,R2G 1N3,49.9458608,-97.0830947
Canna Cabana,Winnipeg,MB,Manitoba,Unit 2 - 481 River Avenue,R3L 0C9,49.8789877,-97.1472844
Canna Cabana,Winnipeg,MB,Manitoba,Unit 51 - 1225 St. Mary's Road,R2M 5E5,49.8299586,-97.1100697
Cannabis at the Green Brier,Winnipeg,MB,Manitoba,1611 Main Street,R2V 1Y6,49.9315618,-97.1213145
Cannazonia,Winnipeg,MB,Manitoba,853 Notre Dame Avenue,R3E 0M4,49.9037803,-97.1661215
Carlton Food Mart,Winnipeg,MB,Manitoba,30 Carlton Street,R3C 1N9,49.8849022,-97.1421106
Character Co.,Winnipeg,MB,Manitoba,Unit 9 – 2090 Corydon Avenue,R3P 1V5,49.8661004,-97.2148385
Cottontail Cannabis Company,Winnipeg,MB,Manitoba,16 Britannica Road,R2N 1J4,49.814746,-97.111043
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Unit 1 - 827 Dakota Street,R2M 5M2,49.8309085,-97.106045
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Units 2 & 3 - 2001 Henderson Highway,R2G 1B3,49.9574839,-97.070527
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Unit 2 - 1589 Kenaston Boulevard,R3P 2M4,49.8264258,-97.2044614
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Unit A - 78 Marion Street,R2H 0G1,49.8811018,-97.125788
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Unit 15 - 1399 McPhillips Street,R2V 3C4,49.9412081,-97.1551247
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,2081 Pembina Highway,R3T 5J9,49.8144348,-97.1525239
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,1719 Portage Avenue,R3J 0E4,49.8795559,-97.2071991
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Units 10 & 11 - 3421 Portage Avenue,R3K 0X2,49.8846377,-97.3010855
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,Unit 655 - 1615 Regent Avenue West,R2C 5C6,49.8989846,-97.0697758
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,478 River Avenue,R3L 0B3,49.8787263,-97.1468869
Delta 9 Cannabis Store,Winnipeg,MB,Manitoba,625 Sargent Avenue,R3E 3G6,49.8967369,-97.1603363
Diamond Flower Cannabis,Winnipeg,MB,Manitoba,Unit C101 - 2080 Ness Avenue,R3J 2S9,49.8847551,-97.2422455
Farmer Jane Cannabis Co.,Winnipeg,MB,Manitoba,10 -2864 Pembina Highway,R3T 2J1,49.7881278,-97.1567381
Farmer Jane Cannabis Co.,Winnipeg,MB,Manitoba,Unit B - 1046 Henderson Highway,R2K 2M5,49.9365903,-97.095953
Farmer Jane Cannabis Co.,Winnipeg,MB,Manitoba,Unit 106 - 6640 Roblin Boulevard,R3R 2P9,49.8624454,-97.3146864
Farmer Jane Cannabis Co.,Winnipeg,MB,Manitoba,Unit 1 - 1194 Taylor Avenue,R3M 3Y8,49.8523182,-97.1674009
Farmer Jane Cannabis Co.,Winnipeg,MB,Manitoba,Unit 160 - 235 Vermillion Road,R2J 0H3,49.8551815,-97.0665693
Farmer Jane Cannabis Co.,Winnipeg,MB,Manitoba,"Unit 205 - 1750 Plessis Road,",R3W 0H5,49.909645,-97.026039
Fat Panda,Winnipeg,MB,Manitoba,1830 Main Street,R2V 3H2,49.9386451,-97.1170757
Fat Panda,Winnipeg,MB,Manitoba,Unit 6 - 2230 McPhillips Street,R2V 3C9,49.9533902,-97.1488667
Fat Panda,Winnipeg,MB,Manitoba,Unit 2 - 233 Regent Avenue West,R2V 1R3,49.8954181,-97.007646
Fiddler's Green Cannabis,Winnipeg,MB,Manitoba,124 King Street,R3B 1H9,49.8989593,-97.1413094
Fiddler's Green Cannabis,Winnipeg,MB,Manitoba,3317 Portage Avenue,R3K 0W8,49.8828101,-97.2959898
Fiddler's Green Cannabis,Winnipeg,MB,Manitoba,103 Sherbrook Street,R3C 2B5,49.8820705,-97.1592888
Fire & Flower Cannabis Co.,Winnipeg,MB,Manitoba,Unit 3 - 1460 Plessis Road,R2C 5R5,49.8987826,-97.0261095
Fire & Flower Cannabis Co.,Winnipeg,MB,Manitoba,Unit 1 - 330 Portage Avenue,R3C 0C3,49.8926729,-97.1448668
Fire & Flower Cannabis Co.,Winnipeg,MB,Manitoba,Unit K - 730 St. Anne’s Road,R2N 0A2,49.8231309,-97.0850468
Flamingo + Cannabis,Winnipeg,MB,Manitoba,745 Corydon Avenue,R3M 0W5,49.871171,-97.1534562
Flamingo + Cannabis,Winnipeg,MB,Manitoba,1512 St. James Street,R3H 0L2,49.9078789,-97.2000145
Flamingo + Cannabis,Winnipeg,MB,Manitoba,Unit G - 2450 Main Street,R2V 4H5,49.9562816,-97.0970074
Flamingo + Cannabis,Winnipeg,MB,Manitoba,3562 Pembina Highway,R3V 1A7,49.7648802,-97.152593
Flamingo + Cannabis,Winnipeg,MB,Manitoba,Unit 103 - 2565 Portage Avenue,R3J 0P4,49.8759099,-97.2635844
Flamingo + Cannabis,Winnipeg,MB,Manitoba,Unit 9 - 1565 Regent Avenue,R2C 2Y9,49.8986676,-97.0649381
Flamingo + Cannabis,Winnipeg,MB,Manitoba,1750 St. James Street,R3H 0L3,49.9154432,-97.1992948
Flax Cannabis,Winnipeg,MB,Manitoba,Unit A - 1863 Ness Avenue,R3J 0Y5,49.8842192,-97.2168575
Flint & Embers Cannabis Company,Winnipeg,MB,Manitoba,Unit 100 - 1065 Portage Avenue,R3G 0R8,49.8844864,-97.1778719
Four20 Giggles,Winnipeg,MB,Manitoba,715 St. Mary's Road,R2M 3N3,49.8561608,-97.1118419
Four20 Giggles,Winnipeg,MB,Manitoba,713 McPhillips Street,R2X 2H7,49.9253157,-97.169013
Fusion Bud,Winnipeg,MB,Manitoba,Unit 117 - 245 Lucas Drive,R2R 2T6,49.9431103,-97.2272544
Garden Variety,Winnipeg,MB,Manitoba,Unit 620 - 1424 Ellice Avenue,R3G 0G4,49.8929831,-97.1992519
Garden Variety,Winnipeg,MB,Manitoba,Unit 10 - 655 Sterling Lyon Parkway,R3P 2S8,49.8429489,-97.2159436
Happy Valleys Cannabis,Winnipeg,MB,Manitoba,1530 Dakota Street,R2N 4E9,49.8101439,-97.0936448
Happy Valleys Cannabis,Winnipeg,MB,Manitoba,Unit 2 - 1115 Gateway Road,R2G 0A5,49.9298624,-97.0683629
Hash Tag Smokes,Winnipeg,MB,Manitoba,Unit 16 - 801 Regent Avenue West,R3C 3A7,49.8962642,-97.0261498
Hemp Haven,Winnipeg,MB,Manitoba,496 Larsen Avenue,R2K 1R3,49.9137926,-97.1013552
Jupiter Cannabis,Winnipeg,MB,Manitoba,Unit C - 580 Academy Road,R3N 1M8,49.8740216,-97.1988945
Kildare Stop & Shop,Winnipeg,MB,Manitoba,Unit 1 - 630 Kildare Avenue East,R2C 0P8,49.899914,-96.987457
Krahnic Kulture Shop,Winnipeg,MB,Manitoba,1940 Main Street,R2V 2B4,49.9425945,-97.113661
Lucy's Cannabis,Winnipeg,MB,Manitoba,2367 Ness Avenue,R3J 3V1,49.886563,-97.263539
Lux Leaf Cannabis,Winnipeg,MB,Manitoba,Unit 150 - 400 North Town Road,R3Y 0Y3,49.7980639,-97.1974676
Lux Leaf Cannabis,Winnipeg,MB,Manitoba,Unit 19 - 2727 Portage Avenue,R3J 0R2,49.8785925,-97.2726993
Meta Cannabis Supply Co.,Winnipeg,MB,Manitoba,1881 Grant Avenue,R3N 1Z2,49.8577921,-97.2047122
Meta Cannabis Supply Co.,Winnipeg,MB,Manitoba,Unit 23 - 584 Pembina Highway,R3M 3X7,49.8648891,-97.1466499
Meta Cannabis Supply Co.,Winnipeg,MB,Manitoba,"Units 50 - 60, 2589 Pembina Highway",R3T 2H5,49.7981731,-97.1580561
Meta Cannabis Supply Co.,Winnipeg,MB,Manitoba,2145 Portage Avenue,R3J 0L4,49.8772968,-97.2375801
Miss Mary Jane's Cannabis Shop,Winnipeg,MB,Manitoba,Unit 4 - 1635 Burrows Avenue,R2X 3B5,49.9331821,-97.1846139
Mistik Cannabis Co.,Winnipeg,MB,Manitoba,1670 Main Street,R2V 1Y9,49.9340355,-97.1216554
My Two Sons,Winnipeg,MB,Manitoba,Unit 2 - 2055 McPhillips Street,R2V 3C6,49.9447321,-97.1547713
Nimbus Cannabis,Winnipeg,MB,Manitoba,Unit 17 - 200 Meadowood Drive,R2M 5G3,49.8271223,-97.1065692
Nor-Villa Motor Hotel,Winnipeg,MB,Manitoba,1763 Henderson Highway,R2G 2H8,49.9523044,-97.077165
Osborne Vape Smoke and Bongs,Winnipeg,MB,Manitoba,Unit 108 - 100 Osborne Street,R3L 0C7,49.8790536,-97.1459481
Parrot Pot Shop,Winnipeg,MB,Manitoba,Unit 100 - 175 Carlton Street,R3C 3H9,49.8894249,-97.1438683
Parrot Pot Shop,Winnipeg,MB,Manitoba,Unit 3 - 875 Corydon Avenue,R3M 0W7,49.8694722,-97.1582111
Parrot Pot Shop,Winnipeg,MB,Manitoba,719 Osborne Street,R3L 2C1,49.8615514,-97.1317314
Parrot Pot Shop,Winnipeg,MB,Manitoba,380 Selkirk Avenue,R2W 2M2,49.9139894,-97.1401909
Parrot Pot Shop,Winnipeg,MB,Manitoba,Unit 103 - 198 Sherbrook Street,R3C 2B6,49.8849214,-97.1599011
Pharsyde Cannabis,Winnipeg,MB,Manitoba,117 Regent Avenue West,R2C 1R1,49.8952626,-97.0038359
Pot Life,Winnipeg,MB,Manitoba,Unit B - 201 Henderson Highway,R2L 1L7,49.9134312,-97.1151121
Puff Paradise,Winnipeg,MB,Manitoba,Unit A - 1065 Ellice Avenue,R3G 0E1,49.8937893,-97.1819488
Puff Paradise,Winnipeg,MB,Manitoba,Unit 2 - 825 Henderson Highway,R2K 2L2,49.9301289,-97.1012471
Quick 7-Ten Convenience Store,Winnipeg,MB,Manitoba,Unit D - 955 Main Street,R2W 3P4,49.9113875,-97.1324678
Quick 7-Ten Cannabis,Winnipeg,MB,Manitoba,737 Wellington Avenue,R3E 0H9,49.900283,-97.1652248
Sam's Food Fare,Winnipeg,MB,Manitoba,Unit 4 - 81 Garry St.,R3C 4J9,49.8869346,-97.1362492
Second Fiddle Cannabis Ltd.,Winnipeg,MB,Manitoba,420 – 826 Main Street,R2W 2Z9,49.908309,-97.1340896
Smoke City Cannabis,Winnipeg,MB,Manitoba,Unit C - 129 Isabel Street,R3A 1G3,49.901689,-97.1492143
Smoky Trails,Winnipeg,MB,Manitoba,1342 Main Street,R2W 3T6,49.9236687,-97.1266261
Spiritleaf,Winnipeg,MB,Manitoba,Unit 110 - 2136 McPhillips Street,R2V 3C8,49.9487606,-97.1527699
Spiritleaf,Winnipeg,MB,Manitoba,Unit 6 - 3653 Portage Avenue,R3K 2G6,49.8837423,-97.3128565
Spiritleaf,Winnipeg,MB,Manitoba,Unit 2 - 690 St. James Street,R3G 3J7,49.8839823,-97.2019376
Spiritleaf,Winnipeg,MB,Manitoba,Unit E - 1510 St. Mary's Road,R2M 3V7,49.8249435,-97.1148514
St. Anne's Stop & Shop,Winnipeg,MB,Manitoba,313 St. Anne's Road,R2M 3B1,49.8512801,-97.1002104
Star Buds Cannabis Co.,Winnipeg,MB,Manitoba,Unit C - 1566 Pembina Highway,R3T 2E9,49.8326941,-97.1501571
Star Buds Cannabis Co.,Winnipeg,MB,Manitoba,2519 Portage Avenue,R3J 0P1,49.8756497,-97.2590479
Star Buds Cannabis Co.,Winnipeg,MB,Manitoba,1210 Rothesay Street,R2G 1T7,49.9378159,-97.0800956
Sukh Cannabis,Winnipeg,MB,Manitoba,2 - 353 Provencher Boulevard,R2H 0G8,49.8945764,-97.1142625
Sukh Supermarket,Winnipeg,MB,Manitoba,775 Westminster Avenue,R3G 1A6,49.8821006,-97.1647563
Sweet Weedz,Winnipeg,MB,Manitoba,Unit 4 - 1783 Plessis Road,R3W 0B3,49.9101935,-97.0242728
Tatva Cannabis,Winnipeg,MB,Manitoba,1821 Portage Avenue,R3J 0G4,49.8790222,-97.2145065
The Budstop Cannabis Inc.,Winnipeg,MB,Manitoba,Unit E - 1155 Main Street,R2W 3S4,49.9180898,-97.1293347
The Budstop Cannabis Inc.,Winnipeg,MB,Manitoba,Unit B - 1026 St. Mary's Road,R2M 3S6,49.8389891,-97.1130426
The Budstop Cannabis Inc.,Winnipeg,MB,Manitoba,Unit C - 1885 Portage Avenue,R3J 0H3,49.8789205,-97.2199239
The Hazy Highway,Winnipeg,MB,Manitoba,375 Henderson Highway,R2K 2H2,49.9175647,-97.1129246
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,607 Corydon Avenue,R3L 0P3,49.8727822,-97.1481612
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,Units 8 & 9 - 3900 Grant Avenue,R3R 3C2,49.8579888,-97.2628597
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,1165 Henderson Highway,R2G 1L5,49.938904,-97.091537
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,Unit 5 - 1650 Kenaston Boulevard,R3P 2M6,49.8220952,-97.2040289
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,Unit 2 - 835 Keewatin Street,R2X 2G7,49.9382111,-97.194361
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,Unit 3 - 915 Leila Avenue,R2V 3J7,49.9539145,-97.1463683
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,578 St. Mary's Road,R2M 3L5,49.8646235,-97.1113369
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,1459 Main Street,R2W 3V9,49.9274687,-97.1237757
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,2997 Pembina Highway,R3T 6B4,49.784367,-97.1578589
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,3223 Portage Avenue,R3K 0W5,49.8815463,-97.2907138
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,218 Regent Avenue West,R2C 1R2,49.8948639,-97.0068313
The Joint Cannabis Shop,Winnipeg,MB,Manitoba,Unit 113 – 55 Sage Creek Boulevard,R3X 0N3,49.8340364,-97.0468652
The Old Cannabis Market,Winnipeg,MB,Manitoba,6600 Roblin Boulevard,R3R 3P9,49.8626832,-97.312908
The Vault Cannabis,Winnipeg,MB,Manitoba,Unit C16L - 1600 Ness Avenue,R3J 3W6,49.8824677,-97.2030776
Tokyo Smoke,Winnipeg,MB,Manitoba,Unit 101 - 264 McDermot Avenue,R3B 0S8,49.8970918,-97.1415257
Tokyo Smoke,Winnipeg,MB,Manitoba,55B Goulet Street,R2H 0R5,49.8823802,-97.1259177
Tokyo Smoke,Winnipeg,MB,Manitoba,Unit 150 - 3393 Portage Avenue,R3K 2G7,49.88404,-97.29832
Tokyo Smoke,Winnipeg,MB,Manitoba,1060 Pembina Highway,R3T 1Z8,49.8496693,-97.1522699
Tokyo Smoke Tweed,Winnipeg,MB,Manitoba,Unit 2 - 1592 Regent Avenue,R2C 3B4,49.8969739,-97.0685461
Track Cannabis - 134 Smith Street,Winnipeg,MB,Manitoba,134 Smith Street,R3C 3W2,49.8892081,-97.1399324
Twist & Roll Cannabis,Winnipeg,MB,Manitoba,642 Notre Dame Avenue,R3B 1S9,49.9007759,-97.1578851
Up In Sky,Winnipeg,MB,Manitoba,Unit 1400A - 305 McPhillips Street,R3E 3H9,49.9142796,-97.1693028
Up In Sky,Winnipeg,MB,Manitoba,Unit 102 - 1615 St. Mary's Road,R2M 3W8,49.8213222,-97.1129877
Up In Sky,Winnipeg,MB,Manitoba,Unit B - 664 Elizabeth Road,R2J 1A4,49.8704157,-97.0891513
Up In Smoke,Winnipeg,MB,Manitoba,656 Leila Avenue,R2V 3N7,49.9490497,-97.1353733
Up In Smoke Henderson,Winnipeg,MB,Manitoba,851 Henderson Highway,R2K 2L4,49.9308255,-97.1006478
