StoreName,City,Province,FullProvinceName,Address,PostalCode,Latitude,Longitude
Freedom Cannabis,ACHESON,AB,Alberta,9827 279 ST,T7X 6J4,53.5375984,-113.7866584
13th Floor Cannabis,AIRDRIE,AB,Alberta,1005-401 COOPERS BLVD SW,T4B 4J3,51.2572994,-114.022852
Best Buds Outlet,AIRDRIE,AB,Alberta,4A-1861 MEADOWBROOK DR SE,T4A 1V3,51.2752231,-113.9889691
Bud Mart,AIRDRIE,AB,Alberta,17-1301 8 STREET SW,T4B 0M9,51.2724215,-114.0256044
Bud Mart,AIRDRIE,AB,Alberta,600-705 MAIN ST SW,T4B 3M2,51.2866532,-114.0148087
Canna Cabana,AIRDRIE,AB,Alberta,101-400 MAIN ST NE,T4B 2N1,51.2944558,-114.0126163
Canna Cabana,AIRDRIE,AB,Alberta,6128-403 MACKENZIE WAY SW,T4B 3V7,51.289784,-114.0229406
Plantlife,AIRDRIE,AB,Alberta,117-1800 MARKET ST SE,T4A 0K9,51.2693763,-113.9923108
RARE Cannabis Co.,AIRDRIE,AB,Alberta,5-213 MAIN ST N,T4B 0R6,51.2933721,-114.0140068
Value Buds at Sierra Springs,AIRDRIE,AB,Alberta,130-2765 MAIN ST SW,T4B 3S6,51.266229,-114.0073021
Rock Island Cannabis Inc.,ALBERTA BEACH,AB,Alberta,4925 50 AVENUE,T0E 0A0,53.6755464,-114.3549113
Grass Monkeys Premium Craft Cannabis,ALDERSYDE,AB,Alberta,450153 82 STREET E,T0L 0A0,50.63633,-113.88011
Equilibrium Cannabis,ATHABASCA,AB,Alberta,103-5003 50 AVENUE,T9S 1T2,54.721526,-113.286236
Green Solution Cannabis,ATHABASCA,AB,Alberta,4805 50 ST,T9S 1C8,54.7183221,-113.2860901
Canna Cabana,BANFF,AB,Alberta,215    SUNDANCE MALL L09,T0L 0C0,51.1776221,-115.5710189
Fire & Flower Cannabis Co.,BANFF,AB,Alberta,229 BEAR STREET,T1L 1C3,51.1782727,-115.5727228
Value Buds Banff,BANFF,AB,Alberta,203B BEAR STREET,T1L 1H1,51.1769107,-115.5728496
Green Solution Cannabis,BARRHEAD,AB,Alberta,4934 50 AVENUE,T7N 1J4,54.1188633,-114.4046163
Rocky Mountain Roots,BARRHEAD,AB,Alberta,5036 50 STREET,T7N 1A5,54.1203169,-114.4045353
The Bakedery,BASHAW,AB,Alberta,4912 50 STREET,T0B 0H0,52.5832677,-112.9720217
Bassano Cannabis Store,BASSANO,AB,Alberta,417 2 AVENUE,T0J 0B0,50.7871668,-112.4684985
Canna Cabana,BEAUMONT,AB,Alberta,116-5305 MAGASIN AVE,T4X 1V8,53.3383992,-113.4184786
Fire & Flower Cannabis Co.,BEAUMONT,AB,Alberta,109-6410 50 ST,T4X 0B6,53.3648259,-113.4179147
FOUR20 Premium Market,BEAUMONT,AB,Alberta,138-5802 50 ST,T4X 1T8,53.3602793,-113.4171791
Pop's Cannabis Co.,BEAUMONT,AB,Alberta,101-5003 30 AVE,T4X 1T9,53.3401961,-113.4160614
Level 420,BEAVERLODGE,AB,Alberta,202 10 STREET,T0H 0C0,55.2103752,-119.4284016
Plain Jane Cannabis,BEAVERLODGE,AB,Alberta,806 1 AVENUE,T0H 0C0,55.2073241,-119.427043
Bonfire Cannabis Inc.,BENTLEY,AB,Alberta,4934 50 AVENUE,T0C 2J0,52.4654029,-114.0491125
Eco Green Leaf Bar,BLACK DIAMOND,AB,Alberta,9-402 CENTRE AVENUE W,T0L 0H0,50.6887235,-114.239269
Enlightened Herb Cannabis,BLACK DIAMOND,AB,Alberta,306 GOVERNMENT ROAD,T0L 0H0,50.6856805,-114.2323074
Accupure Cannabis,BLACKFALDS,AB,Alberta,310-6017 PARKWOOD ROAD,T0M 0J0,52.3843398,-113.7864391
Canna Cabana,BLACKFALDS,AB,Alberta,620-4500 BLACKFALDS CROSSING WAY,T0M 0J0,52.3725349,-113.79858
Lux Leaf Cannabis - Blackfalds,BLACKFALDS,AB,Alberta,1 - 37 COTTONWOOD DR.,T0M 0J0,52.3873453,-113.7833681
Crowsnest's Classy Joint,BLAIRMORE,AB,Alberta,12701 20 AVENUE,T0K 0E0,49.6084185,-114.4412863
Canna Cabana,BONNYVILLE,AB,Alberta,3-5506 50 AVE,T9N 2K8,54.2676239,-110.7565002
Spiritleaf - Bonnyville,BONNYVILLE,AB,Alberta,104-6608 50 AVE,T9N 0B7,54.2672414,-110.7816143
Sunrise Cannabis Retail Ltd.,BONNYVILLE,AB,Alberta,102-4809 50 AVENUE,T9N 2J4,54.2681778,-110.7358417
Almanac Grow Corp.,BOW ISLAND,AB,Alberta,101-12 STREET EAST,T0K 0G0,49.8781301,-111.349382
Earth to Embers,BOYLE,AB,Alberta,4909 8 STREET S,T0A 0M0,54.5869334,-112.8144812
FOUR20,BRAGG CREEK,AB,Alberta,120-7 BALSAM AVENUE,T0L 0K0,50.9521285,-114.5607572
BLUETHERA BIOLOGICS INC.,BROOKS,AB,Alberta,239 AQUADUCT DR,T1R 1B5,50.5597037,-111.8943415
Canna Cabana,BROOKS,AB,Alberta,115 2 ST E,T1R 0G9,50.56414,-111.89432
FOUR20 Premium Market,BROOKS,AB,Alberta,102 2 STREET W,T1R 0S3,50.5646775,-111.8993968
Spiritleaf - Brooks,BROOKS,AB,Alberta,4-715 2 ST W,T1R 1A9,50.5743987,-111.8976781
123 Cannabis,CALGARY,AB,Alberta,2018 36 ST SE,T2B 0X8,51.0356288,-113.9811973
13th Floor Cannabis,CALGARY,AB,Alberta,208-8060 SILVER SPRINGS BLVD NW,T3B 5K1,51.1161387,-114.2055713
2502967 Alberta Ltd.,CALGARY,AB,Alberta,2100-222 3 AVE SW,T2P 0B4,51.0506614,-114.0660796
420 Premium Market,CALGARY,AB,Alberta,46 SAGE HILL PASS NW,T3R 0S4,51.1696294,-114.1466909
All The Smoke Premium Cannabis Market,CALGARY,AB,Alberta,1-6219 CENTRE STREET N,T2K 0V2,51.1078884,-114.0637858
Bimor Cannabis,CALGARY,AB,Alberta,806 68 ST NE,T2A 6X7,51.0589601,-113.9344883
Blissful Buds,CALGARY,AB,Alberta,631 SHAWCLIFFE GATE SW,T2Y 1W1,50.9112215,-114.0749121
Bow Cannabis,CALGARY,AB,Alberta,6305 BOWNESS RD NW,T3B 0E4,51.0848992,-114.1786363
Bridlewood Cannabis,CALGARY,AB,Alberta,45-2525 BRIDLECREST WAY SW,T2Y 5J4,50.9011284,-114.1180361
Bud Bar Beltline West,CALGARY,AB,Alberta,806 12 AVE SW,T2R 0J3,51.0420677,-114.0794865
Bud Bar Crowfoot,CALGARY,AB,Alberta,838 CROWFOOT CRES NW,T3G 4S3,51.1268729,-114.2068957
Bud Bar on 10th St NW,CALGARY,AB,Alberta,100-1717 10 ST NW,T2M 4S2,51.0676585,-114.0853355
Bud Bar On 14 St NW,CALGARY,AB,Alberta,2008 14 ST NW,T2M 3N3,51.0702592,-114.0942218
Bud Bar Stampede,CALGARY,AB,Alberta,101-206 11 AVE SE,T2G 0X8,51.0423888,-114.0603958
Bud Mart,CALGARY,AB,Alberta,1-1704 61 ST SE,T2A 4V5,51.0385715,-113.9422005
Bud Mart,CALGARY,AB,Alberta,148-20 COPPERPOND PASSAGE SE,T2Z 1Z4,50.9265528,-113.9336331
Bud Mart,CALGARY,AB,Alberta,160-5305 COUNTRY HILLS BLVD NE,T3N 0X4,51.1546951,-113.957593
Bud Mountain Aeroponics,CALGARY,AB,Alberta,120-10725 74 ST SE,T2C 5P5,50.9600303,-113.9266047
Budlife,CALGARY,AB,Alberta,1A-8607 48 AVE NW,T3B 2B3,51.0955791,-114.2115228
Calgary Co-op Cannabis Seton,CALGARY,AB,Alberta,3945 MARKET ST SE,T3M 2J6,50.8796145,-113.9529683
Canna Cabana,CALGARY,AB,Alberta,115-8835 MACLEOD TRAIL SW,T2H 0M2,50.9750938,-114.0735673
Canna Cabana,CALGARY,AB,Alberta,10-5308  17 AVE SW,T3E 6S6,51.0380686,-114.1609734
Canna Cabana,CALGARY,AB,Alberta,4600 BOWNESS ROAD NW,T3B 0B3,51.0716607,-114.158841
Canna Cabana,CALGARY,AB,Alberta,120-920 36 ST NE,T2A 6L8,51.0608297,-113.9808677
Canna Cabana,CALGARY,AB,Alberta,850-19369 SHERIFF KING ST S,T2X 0T9,50.8782533,-114.0732053
Canna Cabana,CALGARY,AB,Alberta,8-12 CASTLERIDGE DR NE,T3J 1V4,51.1070935,-113.9498971
Canna Cabana,CALGARY,AB,Alberta,2107 EDMONTON TRAIL NE,T2E 3M4,51.0709086,-114.0564005
Canna Cabana,CALGARY,AB,Alberta,14-10822 50 ST SE,T2C 5N9,50.9564209,-113.9608684
Canna Cabana,CALGARY,AB,Alberta,2-7400 MACLEOD TRAIL SE,T2H 0L9,50.9871141,-114.0703135
Canna Cabana,CALGARY,AB,Alberta,111-13 SOUTHLAND CRES SW,T2W 0K4,50.9639219,-114.0844925
Canna Cabana,CALGARY,AB,Alberta,309-722 85 ST SW,T3H 1S6,51.066764,-114.209608
Canna Cabana,CALGARY,AB,Alberta,6110-250 EAST HILLS SQ SE,T2A 7A7,51.0404152,-113.9097221
Canna Cabana,CALGARY,AB,Alberta,105-330 10 ST NW,T2N 1V8,51.0551757,-114.0856582
Canna Cabana,CALGARY,AB,Alberta,116-101 SAGE VALLEY COMMON NW,T3R 1T8,51.1816421,-114.1572492
Canna Cabana,CALGARY,AB,Alberta,1065 CANYON MEADOWS DR SW,T2W 5V3,50.938621,-114.084142
Canna Cabana,CALGARY,AB,Alberta,1235 11 AVENUE SW,T3C 0M5,51.0429547,-114.090602
Canna Cabana,CALGARY,AB,Alberta,103-3928 EDMONTON TRAIL NE,T2E 3P6,51.0875779,-114.0511066
Canna Cabana,CALGARY,AB,Alberta,1535 19 ST NW,T2N 2K2,51.0659957,-114.106581
Canna Cabana,CALGARY,AB,Alberta,21-2500 4 ST SW,T2S 1X6,51.0301163,-114.071278
Canna Cabana,CALGARY,AB,Alberta,130-5403 CROWCHILD TRAIL NW,T3B 4Z1,51.1039407,-114.1653804
Canna Cabana,CALGARY,AB,Alberta,29-240 MIDPARK WAY SE,T2X 1N4,50.9139144,-114.0634613
Canna Cabana,CALGARY,AB,Alberta,11032A ELBOW DRIVE SW,T2W 1G6,50.9533252,-114.0840338
Canna Cabana,CALGARY,AB,Alberta,610-20 CROWFOOT CRES NW,T3G 2P6,51.1257182,-114.1976955
Canna Cabana,CALGARY,AB,Alberta,144-55 CASTLERIDGE BLVD NE,T3J 3J8,51.0982333,-113.9607173
Canna Cabana,CALGARY,AB,Alberta,9-2015 32 AVE NE,T2E 6Z3,51.0811091,-114.0101278
Canna Cabana,CALGARY,AB,Alberta,18-13750 BOW BOTTOM TRAIL SE,T2J 6T5,50.9286202,-114.030265
Canna Cabana,CALGARY,AB,Alberta,28-20 DOUGLAS WOODS DR SE,T2Z 1K2,50.9431091,-114.0016765
Canna Cabana,CALGARY,AB,Alberta,130-296 SHAWVILLE BLVD SE,T2Y 3S4,50.9014811,-114.0635657
Canna Cabana,CALGARY,AB,Alberta,110-3725 RUNDLEHORN DR NE,T1Y 2K1,51.071275,-113.9808196
Canna Cabana,CALGARY,AB,Alberta,250-3630 BRENTWOOD RD NW,T2L 1K8,51.0847767,-114.1264861
Canna Cabana,CALGARY,AB,Alberta,110-1935 37 ST SW,T3E 3A4,51.0371829,-114.1418053
Canna Cabana,CALGARY,AB,Alberta,101-624 8 AVE SE,T2G 1S7,51.045381,-114.0494897
Canna Cabana,CALGARY,AB,Alberta,2719 14 ST SW,T2T 3V2,51.0296395,-114.0948648
Canna Cabana,CALGARY,AB,Alberta,130-11130 11 ST NE,T3K 2R5,51.1175649,-114.0368444
Cannabis Leaf,CALGARY,AB,Alberta,1-4623 BOW TRAIL SW,T3C 2G6,51.0484172,-114.1529242
Celestial Buds,CALGARY,AB,Alberta,166-6800 MEMORIAL DRIVE NE,T2A 6V3,51.0530298,-113.9361638
Chinook Cannabis,CALGARY,AB,Alberta,4026 16 ST SW,T2T 4H4,51.0183618,-114.100175
Cloud 420,CALGARY,AB,Alberta,124-11125 38 ST NE,T3N 1P3,51.1527252,-113.9787979
Cloud 620,CALGARY,AB,Alberta,120-630 REDSTONE DRIVE NE,T3N 1K8,51.1686823,-113.950602
Cloud-520,CALGARY,AB,Alberta,120-180 LEGACY MAIN ST SE,T2X 4R9,50.8617414,-114.0253767
Co-op Cannabis,CALGARY,AB,Alberta,7-8720 MACLEOD TRAIL SE,T2H 0M4,50.9756202,-114.0700759
Co-op Cannabis - Beddington,CALGARY,AB,Alberta,160-8220 CENTRE ST NE,T3K 1J7,51.1256046,-114.0708096
Co-op Cannabis - Oakridge,CALGARY,AB,Alberta,110-125 OAKMOOR PLAZA SW,T2V 4R9,50.9622372,-114.1219593
Co-op Cannabis- Brentwood,CALGARY,AB,Alberta,B-4122 BRENTWOOD RD NW,T2L 1K8,51.0878653,-114.1310225
Co-op Cannabis- Crowfoot,CALGARY,AB,Alberta,41 CROWFOOT WAY NW,T3G 2L4,51.1236904,-114.2010906
Co-op Cannabis- Dalhousie,CALGARY,AB,Alberta,B-5505 SHAGANAPPI TRAIL NW,T3A 1Z6,51.1024608,-114.1466386
Co-op Cannabis- Shawnessy,CALGARY,AB,Alberta,100B-250 SHAWVILLE BLVD SE,T2Y 2Z7,50.9026383,-114.0639976
Co-op Cannabis-Forest Lawn,CALGARY,AB,Alberta,5-3330 17 AVE SE,T2A 0P9,51.038725,-113.9883682
Co-op Cannabis-Hamptons,CALGARY,AB,Alberta,614-1000 HAMPTONS DR NW,T3A 6A7,51.1414752,-114.1302411
Co-op Cannabis-Richmond Road,CALGARY,AB,Alberta,4938 RICHMOND RD SW,T3E 6K4,51.018998,-114.158914
Cost Cannabis,CALGARY,AB,Alberta,130-9919 FAIRMOUNT DR SE,T2J 0S3,50.9625571,-114.0595496
Cost Cannabis,CALGARY,AB,Alberta,100-5253 RICHMOND RD SW,T3E 7C4,51.017507,-114.161313
Dank Cannabis,CALGARY,AB,Alberta,R-6412 OLD BANFF COACH RD SW,T3H 2H3,51.060993,-114.179561
Dank Cannabis,CALGARY,AB,Alberta,2-1603 62 AVE SE,T2C 2C5,50.9974592,-114.02031
Dank Cannabis,CALGARY,AB,Alberta,2-3525 26 AVE SE,T2B 2M9,51.0299441,-113.9833627
Dank Cannabis,CALGARY,AB,Alberta,123-1829 RANCHLANDS BOULEVARD NW,T3G 2A7,51.1232728,-114.1977897
Dank Cannabis,CALGARY,AB,Alberta,445-9737 MACLEOD TRAIL SW,T2J 0P6,50.9668162,-114.0731794
Dank Cannabis,CALGARY,AB,Alberta,3412 3 AVE NW,T2N 0M2,51.0581326,-114.1366837
Eastwood,CALGARY,AB,Alberta,10-6222 36 ST SE,T2C 3J4,50.9985662,-113.9803176
Fire & Flower Cannabis Co.,CALGARY,AB,Alberta,1560-6004 COUNTRY HILLS BOULEVARD NE,T3N 1T8,51.1546759,-113.9501372
FivePoint Cannabis 1st St.,CALGARY,AB,Alberta,1318 1 ST SW,T2R 0V7,51.0399628,-114.0657276
FivePoint Cannabis Bridgeland,CALGARY,AB,Alberta,945 GENERAL AVE NE,T2E 9E1,51.052975,-114.0407904
Flamingo+ Cannabis Trinity Hills,CALGARY,AB,Alberta,420 NA'A COMMON SW,T3B 5V6,51.0821326,-114.2074078
FOUR20,CALGARY,AB,Alberta,7111-8650 112 AVE NW,T3R 0R5,51.1523551,-114.2109756
FOUR20,CALGARY,AB,Alberta,101-1022 17 AVE SW,T2T 0A5,51.0380439,-114.085659
Four20,CALGARY,AB,Alberta,120-6008 MACLEOD TRAIL SW,T2H 0K1,50.9995634,-114.0707021
Four20,CALGARY,AB,Alberta,917 1 AVE NE,T2E 2L3,51.05315,-114.0423274
FOUR20 Premium Market,CALGARY,AB,Alberta,3-2008 33 AVE SW,T2T 1Z4,51.0241454,-114.1072315
FOUR20 Premium Market,CALGARY,AB,Alberta,3011 26 AVE SW,T3E 0M7,51.0299701,-114.1301527
FOUR20 Premium Market,CALGARY,AB,Alberta,1309 9 AVE SE,T2G 0T2,51.040894,-114.033787
FOUR20 Premium Market,CALGARY,AB,Alberta,640 10 AVE SW,T2R 1M3,51.0440801,-114.0763493
FOUR20 Premium Market,CALGARY,AB,Alberta,424 ERIN WOODS DR SE,T2B 3C5,51.0237697,-113.9601529
FOUR20 Premium Market,CALGARY,AB,Alberta,B-121 8 AVE SW,T2P 1B4,51.045343,-114.0643534
Global Leaf,CALGARY,AB,Alberta,3-728 NORTHMOUNT DR NW,T2K 3K2,51.0824649,-114.0922582
Global Leaf,CALGARY,AB,Alberta,106-5401 TEMPLE DR NE,T1Y 3R7,51.08495,-113.9574512
Gramsterdam,CALGARY,AB,Alberta,14-5700 FALSBRIDGE DRIVE NE,T3J 4X5,51.0987587,-113.9546435
Green Guidance Cannabis Agency,CALGARY,AB,Alberta,1190 EVANSTON DR NW,T3P 0J9,51.1784545,-114.1063501
Green Panda Cannabis,CALGARY,AB,Alberta,130-60 BOWRIDGE DR NW,T3B 2T9,51.0843363,-114.2059025
Greenlife Cannabis,CALGARY,AB,Alberta,6-3304 64 ST NE,T1Y 5R4,51.0820896,-113.9403418
Greenspot Shop,CALGARY,AB,Alberta,7523 MACLEOD TRAIL SW,T2H 0L8,50.9863978,-114.0724373
High Tide Inc.,CALGARY,AB,Alberta,112-11127 15 ST NE,T3K 2M4,51.1523668,-114.0251067
Highland Buds,CALGARY,AB,Alberta,118 40 AVE NW,T2K 0E3,51.0889229,-114.0635629
Highland Buds,CALGARY,AB,Alberta,26-5010 4 ST NE,T2K 5X8,51.0965825,-114.0529
In N Out Cannabis Discounter,CALGARY,AB,Alberta,B-2604 KENSINGTON RD NW,T2N 3S5,51.0527721,-114.1205858
Kozmic Kush Cannabis,CALGARY,AB,Alberta,18-430 ACADIA DR SE,T2J 0B2,50.9698338,-114.0479422
Lake City Cannabis,CALGARY,AB,Alberta,6-22 RICHARD WAY SW,T3E 7M9,51.0070223,-114.1302542
Lakeside Cannabis,CALGARY,AB,Alberta,1276 68 ST SE,T2A 7X7,51.0403455,-113.9350634
Leaf Life,CALGARY,AB,Alberta,103-1331 MACLEOD TRAIL SE,T2G 0K3,51.0404494,-114.058773
Leaf Life,CALGARY,AB,Alberta,10109 HIDDEN VALLEY DR NW,T3A 5Z7,51.1464762,-114.105559
Leaf Life,CALGARY,AB,Alberta,101-2230 68 STREET NE,T1Y 0A2,51.0708065,-113.934498
Leaf Life,CALGARY,AB,Alberta,310-11877 SARCEE TRAIL NW,T3R 1W5,51.1585341,-114.1634897
Leaf Life,CALGARY,AB,Alberta,110-560 69 AVE SW,T2V 2H1,50.9916956,-114.0732563
Leaf Life,CALGARY,AB,Alberta,1343 NORTHMOUNT DR NW,T2L 0E7,51.0930144,-114.1293589
Leaf Life,CALGARY,AB,Alberta,175C 52 ST SE,T2A 5H8,51.052617,-113.9561751
Leaf Life,CALGARY,AB,Alberta,12-3181 32 ST NE,T1Y 6Z7,51.080479,-113.9896286
Leafy Green Inc,CALGARY,AB,Alberta,4170-235 RED EMBERS WAY NE,T3N 2G8,51.1665139,-113.9558642
Level Up Cannabis,CALGARY,AB,Alberta,4022 26 ST SE,T2B 2Y4,51.0181436,-113.9984928
Loft Cannabis Market,CALGARY,AB,Alberta,328-2066 18 AVE NE,T2E 8N5,51.069473,-114.0116375
Loft Cannabis Market,CALGARY,AB,Alberta,117A-817 19 ST NE,T2E 4X5,51.0581353,-114.014466
Lux Leaf Cannabis,CALGARY,AB,Alberta,234-177 COUNTRY HILLS BOULEVARD NW,T3K 5M6,51.1484216,-114.0718375
Lux Leaf Cannabis- Nolan Hill,CALGARY,AB,Alberta,232-8 NOLAN HILL BLVD NW,T3R 0X2,51.1720982,-114.1586811
Lux Leaf Cannabis- Savanna,CALGARY,AB,Alberta,1130-30 SAVANNA CRES NE,T3J 2E9,51.1329138,-113.9478063
Lux Leaf Cannabis- Taradale,CALGARY,AB,Alberta,312-7171 80 AVE NE,T3J 0P6,51.124667,-113.9310453
Magic Buds,CALGARY,AB,Alberta,2105-19605 WALDEN BLVD SE,T2X 4E2,50.8756564,-114.025907
Magic Buds Cranston,CALGARY,AB,Alberta,9-90 CRANLEIGH DR SE,T3M 1J7,50.893589,-113.9881325
Magic Buds Madigan,CALGARY,AB,Alberta,50-6060 MEMORIAL DR NE,T2A 5Z5,51.0532837,-113.9431312
MH4 Cannabis,CALGARY,AB,Alberta,2705A CENTRE STREET NW,T2E 2V5,51.0765362,-114.0627725
Micro Gold Cannabis,CALGARY,AB,Alberta,16760 MCKENZIE LAKE BLVD SE,T2Z 1W3,50.9026662,-113.9902022
Micro Gold Retail Cannabis,CALGARY,AB,Alberta,4825 MACLEOD TRAIL SW,T2G 0A7,51.0101937,-114.0676535
Moderna Cannabis Society,CALGARY,AB,Alberta,155 MAHOGANY CTR SE,T3M 2V6,50.8967899,-113.935314
Mount Kushmore,CALGARY,AB,Alberta,329 11 AVE NE,T2E 0Z2,51.0622049,-114.0559737
Nirvana Canna,CALGARY,AB,Alberta,8-5032 16 AVE NW,T3B 0N3,51.0740856,-114.1654738
Nirvana Canna,CALGARY,AB,Alberta,125-2121 194 AVENUE SE,T2X 5B1,50.8774089,-114.0105982
Northside Growco Inc,CALGARY,AB,Alberta,1338A 36 AVE NE,T2E 6T6,51.085788,-114.027756
Oakridge Cannabis,CALGARY,AB,Alberta,4-10015 OAKFIELD DR SW,T2V 1S9,50.962208,-114.1329615
Ogden Cannabis,CALGARY,AB,Alberta,2130 GLENMORE CRT SE,T2C 2E6,50.980996,-113.9961382
Oil & Grass Cannabis,CALGARY,AB,Alberta,1715 17 AVE SW,T2T 0E6,51.0377086,-114.1012915
Omkara Cannabis,CALGARY,AB,Alberta,220-500 ROYAL OAK DR NW,T3G 0E8,51.1394042,-114.2333888
Optimum,CALGARY,AB,Alberta,171-4999 43 STREET SE,T2B 3N4,51.0092734,-113.9706306
Pearl Cannabis,CALGARY,AB,Alberta,3170R-5850 88 AVE NE,T3J 0Z7,51.1335266,-113.951905
Plantlife,CALGARY,AB,Alberta,224-70 SHAWVILLE BLVD SE,T2Y 2Z3,50.90463,-114.06574
Plantlife,CALGARY,AB,Alberta,165-5005 DALHOUSIE DR NW,T3A 5R8,51.1060179,-114.1601197
Plantlife,CALGARY,AB,Alberta,1620-80 MAHOGANY ROAD SE,T3M 3K9,50.8950028,-113.9421156
Plantlife,CALGARY,AB,Alberta,5272 130 AVE SE,T2Z 5C2,50.932682,-113.95904
Plantlife,CALGARY,AB,Alberta,110-19651 SETON WAY SE,T3M 2N9,50.8746887,-113.9579507
Plantlife,CALGARY,AB,Alberta,530-7 MAHOGANY PLAZA SE,T3M 0T7,50.8978,-113.94153
Plantlife,CALGARY,AB,Alberta,7130-333 96 AVE NE,T3K 2R3,51.14136,-114.06457
Plantlife,CALGARY,AB,Alberta,4027 UNIVERSITY AVE NW,T3B 6K3,51.0781869,-114.145377
Prairie Records,CALGARY,AB,Alberta,219A 8 AVE SW,T2P 1B7,51.0454021,-114.0664228
Prairie Records,CALGARY,AB,Alberta,4420D 17 AVENUE SE,T2A 0T6,51.0381988,-113.970336
RARE Cannabis Co.,CALGARY,AB,Alberta,2929 RICHMOND RD SW,T3E 4N3,51.025626,-114.129166
Record High,CALGARY,AB,Alberta,1907 20 AVE NW,T2M 1H6,51.0703291,-114.1051558
RGB Group Inc.,CALGARY,AB,Alberta,2235 32 AVENUE SW,T2T 1X2,51.0246853,-114.1138568
Route 1 Purchasing & Distribution Inc.,CALGARY,AB,Alberta,4610 80 STREET NW,T3B 2P3,51.0923574,-114.2034707
Smoke and Mirrors,CALGARY,AB,Alberta,2083 146 AVE SE,T2J 6C3,50.9197213,-114.0148963
Spiritleaf - Evanston,CALGARY,AB,Alberta,1006-2060 SYMONS VALLEY PARKWAY NW,T3P 0M9,51.175356,-114.1078819
Spiritleaf - Millrise,CALGARY,AB,Alberta,3149-150 MILLRISE BOULEVARD SW,T2Y 5G7,50.9140637,-114.0713435
Spiritleaf - Savanna,CALGARY,AB,Alberta,402-9036 46 ST NE,T3J 2E3,51.1342059,-113.9654514
Spiritleaf - Seton,CALGARY,AB,Alberta,325-19587 SETON CRES SE,T3M 2T5,50.8792399,-113.9598187
Spiritleaf - Stonegate,CALGARY,AB,Alberta,408-2550 COUNTRY HILLS BLVD NE,T3N 1E4,51.155021,-113.9990622
Spiritleaf - Township,CALGARY,AB,Alberta,110-20 LONGVIEW COMMON SE,T2X 4S8,50.8641951,-114.0283512
Spiritleaf Centre Street,CALGARY,AB,Alberta,4-1020 CENTRE STREET NORTH,T2E 2P9,51.0612059,-114.0623099
The Kush Spot,CALGARY,AB,Alberta,1711 CENTRE ST NW,T2E 2S3,51.0675117,-114.0628124
The Moon Cannabis,CALGARY,AB,Alberta,105-3003 37 ST SW,T3E 3B5,51.028698,-114.14155
Tower Cannabis,CALGARY,AB,Alberta,120-159 CARRINGTON PLAZA NW,T3P 1Y3,51.1822391,-114.0923659
Tower Cannabis,CALGARY,AB,Alberta,307-500 COUNTRY HILLS BLVD NE,T3K 5H2,51.1546402,-114.0551729
Tumblweedz,CALGARY,AB,Alberta,116-2323 32 AVE NE,T2E 6Z3,51.0800951,-114.0056015
Upstairs Cannabis,CALGARY,AB,Alberta,902 11 AVE SE,T2G 0Z2,51.0402912,-114.0415167
Valley Ridge Cannabis,CALGARY,AB,Alberta,212-11245 VALLEY RIDGE DR NW,T3B 5V4,51.0914967,-114.248069
Value Buds - Cornerstone,CALGARY,AB,Alberta,260-1155 CORNERSTONE BLVD NE,T3N 2E9,51.155219,-113.9386796
Value Buds - Kensington,CALGARY,AB,Alberta,1124 KENSINGTON RD NW,T2N 3P3,51.0526095,-114.0876633
Value Buds - Varsity,CALGARY,AB,Alberta,406-4625 VARSITY DR NW,T3A 0Z9,51.0923164,-114.153716
Value Buds at 17th Avenue East,CALGARY,AB,Alberta,506 17 AVE SW,T2S 0B1,51.037956,-114.0717287
Value Buds at 17th Avenue West,CALGARY,AB,Alberta,1206 17 AVE SW,T2T 0B8,51.0380655,-114.0896486
Value Buds at Beacon Hill,CALGARY,AB,Alberta,11662 SARCEE TRAIL NW,T3R 0A1,51.15676,-114.1596631
Value Buds at Country Hills,CALGARY,AB,Alberta,252-388 COUNTRY HILLS BLVD NE,T3K 5J6,51.1553259,-114.0649425
Value Buds at Deerfoot City,CALGARY,AB,Alberta,B-901 64 AVE NE,T2E 7P4,51.1085351,-114.0411677
Value Buds at Deerfoot Meadows,CALGARY,AB,Alberta,12-7929 11 ST SE,T2H 0B8,50.9837286,-114.0430739
Value Buds at Douglas Glen,CALGARY,AB,Alberta,148-11520 24 ST SE,T2Z 3E9,50.9513889,-114.0005556
Value Buds at Forest Lawn,CALGARY,AB,Alberta,11-5147 20 AVE SE,T2B 0B1,51.0350886,-113.9595944
Value Buds at Glenmore Landing,CALGARY,AB,Alberta,106A-1600 90 AVE SW,T2V 5A8,50.9741245,-114.098725
Value Buds at Riverbend,CALGARY,AB,Alberta,424-8338 18 ST SE,T2C 4E4,50.9779302,-114.014243
Value Buds at Shepard,CALGARY,AB,Alberta,535-4916 130 AVE SE,T2Z 0G4,50.9331628,-113.9604053
Value Buds at Signal Hill,CALGARY,AB,Alberta,5695 SIGNAL HILL CTR SW,T3H 3P8,51.0177811,-114.1707856
Value Buds at Strathcona Square,CALGARY,AB,Alberta,156-555 STRATHCONA BLVD SW,T3H 2Z9,51.0486692,-114.186437
Value Buds at Sunridge,CALGARY,AB,Alberta,2111 36 ST NE,T1Y 5S3,51.0718367,-113.9826162
Value Buds at TransCanada,CALGARY,AB,Alberta,174-1440 52 ST NE,T2A 4T8,51.0638089,-113.9559022
